ApplauseRate,ReviewNum,Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,High-qualityMerchant,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay
39.09,110,3,7,6.7,7,43,1,1,23,0,0,1,0,0,1,16,1041
22.27,229,3.5,6.8,7.1,6.9,51,0,1,78,5,1,0,0,0,1,24,2797
18.52,27,3.5,7.6,7.3,7.3,5,0,0,25,0,0,0,0,0,1,20,260
20.69,29,3,6.8,6.8,6.6,6,0,0,19,0,0,0,0,0,0,25,30
38.04,978,3.5,7,7.1,7,372,1,1,181,1,1,1,0,0,1,23,1159
54.76,42,3.5,6.8,7.1,7.1,23,1,0,31,0,0,0,0,0,0,47,151
37.89,95,4,7.8,6.8,7.1,36,1,1,52,2,1,0,0,0,0,16,2174
12.53,439,3,6.6,6.1,6,48,0,0,113,15,1,0,0,0,0,116,2585
30.43,23,3.5,7.1,6.7,6.9,7,0,0,13,0,0,0,0,0,0,31,1114
13.31,374,3.5,7,6.1,6.3,35,0,0,82,19,1,0,0,0,1,14,2706
23.91,184,3.5,7.1,6.9,7,44,0,1,66,4,1,0,0,0,1,20,2832
14.22,531,3.5,7.1,6.2,6.2,64,0,1,199,11,1,0,0,0,1,23,2947
19.51,41,3.5,7,7.2,7,8,0,0,30,0,0,0,0,0,0,40,255
40.31,1496,3.5,7.5,7.3,7.2,603,1,0,151,6,1,1,0,0,1,19,2293
20.61,228,3.5,7.2,7.1,7,47,0,0,125,1,1,0,0,0,0,16,2264
22.42,210,3.5,7.3,6.1,6.5,37,0,0,46,19,1,0,0,0,0,87,2944
45.45,363,3.5,7.3,7.4,7.1,165,1,1,233,0,0,0,0,0,1,32,532
21.15,582,3.5,7,6.3,6.2,96,0,1,156,30,1,0,0,0,0,12,2285
16.67,297,3,6.6,6.5,6.4,44,0,1,142,3,1,0,0,0,1,17,2931
80,25,4,8,7.3,7.6,20,1,1,10,1,1,0,0,0,0,14,2387
34.88,43,3.5,7.3,7.3,6.9,15,1,0,24,0,0,1,0,0,1,17,216
54.55,22,3.5,7.6,7.5,7.7,12,1,0,10,0,0,1,0,0,1,15,157
20.55,164,3.5,7.6,6.4,7,30,0,0,73,3,1,0,0,0,0,15,2913
29.63,28,3.5,7.2,6.8,7.1,8,0,0,12,0,0,0,0,0,1,6,2648
31.73,114,3.5,7.6,6.7,6.7,33,0,0,50,5,1,0,0,0,1,15,2896
18.12,149,3.5,7.3,7.2,7.1,27,0,0,79,0,0,0,0,0,0,14,1516
24.39,41,3.5,7.3,7,7.4,10,0,1,21,0,0,0,0,0,1,12,2554
37.84,74,3.5,7.5,7.4,7.5,28,1,0,66,0,0,1,0,0,0,20,129
26.32,59,3.5,7.2,6.6,6.8,15,0,0,17,3,1,0,0,0,0,58,2874
25.33,82,3.5,7.3,6.9,7.3,19,0,1,41,2,1,1,0,0,1,11,2693
40,15,3.5,7.3,7.4,7.6,6,1,0,14,0,0,0,0,0,1,17,68
23.27,424,3,6.9,6.7,6.3,74,0,1,67,3,1,0,0,0,0,19,2603
19.19,104,3.5,7.3,6.9,7.2,19,0,0,49,4,1,0,0,0,0,84,2924
52.22,90,3.5,7.5,7.3,7.5,47,1,1,22,0,0,1,0,0,0,14,932
49.04,469,4,7.7,7.4,7.8,230,1,1,109,2,1,0,0,0,1,17,1088
33.33,109,3.5,7.4,6.9,7,34,0,1,39,3,1,0,0,0,1,75,2939
30,10,3.5,7.3,7.2,7.3,3,0,1,9,0,0,0,0,0,1,11,504
25,219,3.5,7.5,6.9,7.1,53,0,1,101,2,1,0,0,0,1,10,2978
23.93,117,3.5,7.1,7.1,7,28,0,0,58,2,1,1,0,0,1,19,920
46.97,66,3.5,7.5,7.7,7.7,31,1,1,34,0,0,1,0,0,0,27,429
11.93,202,3.5,7.2,6.5,6.8,21,0,1,93,4,1,0,0,0,1,15,2932
23.93,122,3.5,7.4,6.7,7,28,0,1,43,0,0,0,0,0,0,14,2830
23.15,253,3.5,6.9,6.6,6.6,50,0,0,92,13,1,0,0,0,0,14,2935
42.53,87,3.5,7.3,7.4,7.5,37,1,1,38,1,1,0,0,0,1,13,888
25,24,3.5,7.2,7.5,7.3,6,0,0,16,0,0,0,0,0,1,13,504
21.59,88,3.5,7.4,7.5,7.6,19,0,1,46,1,1,0,0,0,1,17,951
32.75,486,3.5,7.4,6.1,6.4,94,0,1,58,96,1,1,0,1,0,68,2866
28.49,179,3.5,7.5,7.2,7,51,0,0,112,2,1,0,0,0,0,14,1391
28.53,396,3.5,6.8,6.6,6.4,97,0,1,41,10,1,0,0,0,0,17,1770
16.67,36,3.5,7,7.2,6.9,6,0,1,31,0,0,0,0,0,1,43,271
27.4,208,3.5,7.1,6.9,6.7,57,0,1,88,1,1,0,0,0,0,25,1284
25,28,3,6.9,6.6,6.5,7,0,0,19,0,0,0,0,0,1,14,191
18.18,106,3,6.9,6.6,6.5,16,0,1,29,3,1,0,0,0,1,15,2899
19.27,192,3,7,6.9,6.7,37,0,1,79,1,1,0,0,0,1,18,2351
40,15,3.5,7.3,7.2,7.2,6,1,0,8,0,0,1,0,0,1,15,403
15.3,268,3,6.8,6.6,6.3,41,0,0,105,1,1,0,0,0,1,16,2765
28.95,38,3.5,7.2,7.1,7.3,11,0,0,28,0,0,0,0,0,1,23,310
53.12,288,3.5,7.1,7.3,7.1,153,1,0,47,0,0,1,0,0,1,30,1536
11.76,163,3,6.7,6.5,6.7,16,0,0,57,5,1,0,0,0,1,21,2943
28.57,63,3.5,7.2,7.3,7.5,18,0,1,44,0,0,0,0,0,0,16,208
36.54,52,3.5,7.9,6.9,7.1,19,1,1,34,0,0,0,0,0,1,14,1905
25.77,208,3,7,6.6,6.5,50,0,0,42,6,1,0,0,0,1,15,2899
34.55,110,3.5,7.6,7.1,7.1,38,0,0,72,0,0,0,0,0,1,14,689
61.19,201,4,7.8,7.6,7.6,123,1,0,27,1,1,1,0,0,1,14,1260
30.92,152,3.5,7.2,6.9,6.9,47,0,1,77,0,0,0,0,0,0,16,2187
54.09,941,3.5,7.8,7.9,7.5,509,1,0,68,2,1,0,0,0,1,56,1338
55.22,67,4,7.9,7.4,7.5,37,1,0,51,0,0,0,0,0,1,24,432
25,24,3.5,7.6,7.5,7.3,6,0,0,20,0,0,0,0,0,0,28,99
35.71,29,3.5,7.5,6.7,6.7,10,1,0,9,1,1,0,0,0,0,81,2865
38.21,123,3.5,7.1,7.1,7.2,47,1,0,42,0,0,1,0,0,1,27,712
41.18,17,3.5,7.3,7.1,7.3,7,1,1,8,0,0,0,0,0,1,55,1703
33.33,27,3,6.7,6.9,6.7,9,0,1,16,0,0,0,0,0,1,45,146
50,12,3.5,7.1,7.1,7.1,5,1,0,1,0,0,0,0,0,1,9,1740
17.46,63,3.5,7.2,7.4,7.2,11,0,0,43,0,0,0,0,0,1,29,701
66.67,12,3.5,6.9,7.1,7.3,8,1,0,5,0,0,0,0,0,1,36,576
12.84,123,3.5,7.1,6.6,6.5,14,0,1,26,6,1,0,0,0,1,11,2915
12.5,19,3,6.5,6.5,6.5,2,0,0,5,0,0,0,0,0,1,10,2926
44.87,78,3.5,7.2,7.2,7.3,35,1,1,47,0,0,1,0,0,1,18,0
15.85,217,3.5,7.3,6.3,6.6,29,0,1,97,9,1,0,0,0,0,11,2942
41.38,58,3.5,7.7,7.3,7.5,24,1,0,29,0,0,0,0,0,0,11,2359
43.87,563,3.5,7.3,7.3,7.4,247,1,0,61,1,1,0,0,0,1,20,2432
57.28,419,3.5,7,7.3,7.3,240,1,1,109,0,0,1,0,0,1,25,904
55.56,18,3.5,7.1,7,7.3,10,1,1,3,0,0,1,0,0,0,19,971
30.48,269,3.5,7.3,7.6,7.4,82,0,1,59,0,0,0,0,0,1,28,1843
36.84,19,3.5,7.6,6.9,7.6,7,1,0,10,0,0,0,0,0,0,4,2002
11.61,224,3,6.6,6.1,6,26,0,0,124,4,1,0,0,0,0,7,2290
23.33,30,3,6.7,6.9,6.9,7,0,0,16,0,0,1,0,0,1,25,226
42.86,14,3.5,6.9,6.9,6.9,6,1,0,6,0,0,1,0,0,1,28,662
13.57,235,3.5,7,6.1,6.3,27,0,1,76,9,1,0,0,0,0,17,2948
8,36,3.5,6.8,6.9,6.8,2,0,0,9,8,1,1,0,0,1,22,4066
43.62,94,3.5,7.4,7,7.3,41,1,1,24,0,0,0,0,0,1,14,1259
51.61,31,4,7.7,7.7,7.7,16,1,0,16,0,0,1,0,0,1,12,288
16.67,80,3,7,6.2,6.5,13,0,1,33,0,0,0,0,0,1,18,1464
49.64,278,3.5,7.3,7.3,7.3,138,1,0,171,1,1,0,0,0,1,37,702
6.56,93,3,6.8,6.6,6.4,4,0,0,20,6,1,0,0,0,1,11,2932
24.94,818,3,6.6,6.1,6.2,195,0,1,146,9,1,0,0,0,0,87,2934
10.19,187,3,6.6,6.6,6.4,16,0,0,50,8,1,0,0,0,1,23,3405
19.46,149,3.5,7.5,7,7.1,29,0,0,78,3,1,0,0,0,0,14,2621
8.22,353,3,5.9,6.8,6.4,29,0,1,242,0,0,0,0,0,0,60,610
49.22,385,4,7.7,7.6,7.7,190,1,0,64,1,1,1,0,0,1,14,1021
54.48,725,3,6.6,6.3,6.2,395,1,1,207,3,1,0,0,0,1,44,2648
35.71,42,3.5,7,6.4,7.3,15,1,1,23,0,0,0,0,0,0,15,820
11.46,288,3,6.5,7,6.6,33,0,0,160,0,0,0,0,0,1,16,2393
11.54,78,3,6.8,6.4,6.3,9,0,1,16,1,1,0,0,0,1,15,2360
25.35,81,3.5,6.8,7,6.9,18,0,1,22,1,1,0,0,0,1,18,2950
27.16,245,3.5,7.3,7.1,7.2,44,0,1,48,28,1,0,0,0,1,18,2947
15.15,67,3,6.6,6.6,6.3,10,0,0,21,2,1,0,0,0,1,17,2941
10.18,334,3,6.5,5.9,6.2,34,0,1,115,4,1,1,0,0,0,18,2674
28.95,38,3.5,7.2,6.6,6.5,11,0,0,27,0,0,0,0,0,1,20,506
34.88,43,3.5,7.1,6.8,7,15,1,1,7,0,0,1,0,0,1,14,1732
20.18,114,3.5,6.9,6.5,6.7,22,0,1,52,1,1,0,0,0,1,21,2919
33.33,9,3.5,7.1,6.9,7,3,0,0,4,0,0,0,0,0,1,17,1343
46.15,26,3.5,7.2,6.7,7.2,12,1,0,8,0,0,0,0,0,0,70,1616
27.78,36,3.5,7.2,7.1,7.1,10,0,1,28,0,0,1,0,0,1,15,200
39.58,48,3.5,7.4,6.9,6.9,19,1,0,21,1,1,0,0,0,1,22,1200
58.62,29,3.5,7.3,6.9,7.1,17,1,0,10,1,1,0,0,0,0,22,1244
23.86,88,3.5,7.5,6.7,7,21,0,0,64,0,0,0,0,0,1,16,2360
68.12,69,3.5,7.5,7.3,7.8,47,1,1,19,0,0,0,0,0,0,12,708
33.33,36,3.5,7.2,6.9,7.1,12,0,0,19,0,0,1,0,0,0,13,911
17.86,28,3.5,7.1,6.7,7,5,0,0,12,0,0,0,0,0,1,14,2172
14.29,14,3.5,7.1,7,7,2,0,0,6,0,0,1,0,0,1,16,374
17.67,249,3,6.7,6.8,6.7,44,0,0,155,0,0,0,0,0,1,20,717
51.43,35,3.5,7.5,7.5,7.5,18,1,0,15,0,0,0,0,0,1,16,567
55.48,155,3.5,7.5,7.5,7.6,86,1,0,65,0,0,0,0,0,1,30,792
56.52,23,3.5,7.3,6.7,6.7,13,1,1,10,0,0,0,0,0,0,72,1698
40,20,3.5,7.3,7.5,7.9,8,1,0,15,0,0,1,0,0,1,17,334
36,150,3.5,7.2,7.6,7.2,54,1,1,61,1,1,0,0,0,1,23,538
38.1,42,3,6.7,7,7,16,1,0,34,0,0,0,0,0,1,38,247
20.37,54,3,6.9,7,6.4,11,0,0,37,0,0,0,0,0,1,21,351
44.83,29,3.5,7.3,7.4,7.4,13,1,0,16,0,0,1,0,0,1,16,563
7.79,77,3,6.5,6.8,6.6,6,0,0,54,0,0,1,0,0,1,25,343
8.7,134,3,6.7,6.2,6.3,10,0,1,59,1,1,0,0,0,0,15,2948
14.81,27,3.5,6.7,7.4,7,4,0,0,19,0,0,1,0,0,1,21,238
44.83,116,3.5,7.6,7.3,7.2,52,1,0,68,1,1,0,0,0,1,23,1344
47.06,19,3.5,7.2,6.8,6.9,8,1,1,4,2,1,0,0,0,0,58,2922
34.85,66,3,6.8,6.8,6.6,23,1,0,20,3,1,0,0,0,0,120,1268
80,25,4,7.9,7.9,8,20,1,0,21,0,0,0,0,0,1,32,141
54.04,161,3.5,7.2,7.4,7,87,1,0,40,0,0,0,0,0,0,20,800
36.26,91,3.5,7.2,7.3,7.2,33,1,1,48,0,0,0,0,0,0,28,912
28.3,119,3,6.7,5.6,5.9,30,0,0,42,4,1,0,0,0,1,11,2882
35.48,40,3.5,7,7,7,11,1,0,7,1,1,0,0,0,1,26,2900
20,30,3,6.9,6.7,6.9,6,0,1,9,0,0,0,0,0,1,15,1452
29.03,62,3.5,7.3,6.7,7,18,0,0,15,2,1,0,0,0,1,11,2078
24.71,265,3.5,7.1,6.5,6.8,63,0,0,103,7,1,0,0,0,1,15,2652
28.21,39,3.5,7.1,7,6.9,11,0,0,18,0,0,0,0,0,1,21,1037
16.67,18,3,7,6.8,6.5,3,0,1,4,0,0,0,0,0,1,12,991
64,25,3.5,7.5,7.7,7.7,16,1,0,22,0,0,0,0,0,1,20,154
31.36,236,3.5,7.2,7.2,7,74,0,0,61,1,1,0,0,0,1,17,1985
23.68,38,3,6.8,6.4,6.2,9,0,0,11,0,0,0,0,0,1,11,1027
18.18,11,3,7.2,6.6,6.8,2,0,0,8,0,0,0,0,0,1,28,1113
32.79,308,3.5,7.4,7.3,7.4,101,0,0,97,0,0,1,0,0,1,18,845
43.68,87,3.5,7.1,7.1,7.2,38,1,0,15,0,0,1,0,0,0,35,759
27.27,22,3.5,7.2,7.2,7.1,6,0,0,17,1,1,0,0,0,0,11,301
42.41,323,3.5,7.1,7,7.3,137,1,0,59,0,0,1,0,0,1,30,902
53.06,98,3.5,7.7,7.6,7.3,52,1,0,31,1,1,1,0,0,1,14,597
27.4,73,3.5,7.2,7.3,7,20,0,0,29,0,0,1,0,0,1,24,611
33.33,12,3.5,7.3,7.4,7.4,4,0,0,4,0,0,1,0,0,1,12,241
24.24,66,3,6.4,6.4,6,16,0,0,43,0,0,0,0,0,1,19,147
22.86,35,3.5,7.1,7.2,7.2,8,0,0,22,0,0,1,0,0,1,12,476
27.78,67,3.5,7.1,6.8,6.6,15,0,0,12,3,1,0,0,0,1,14,2896
55,80,3.5,7.2,7.2,7.3,44,1,0,54,0,0,1,0,0,1,27,451
31.67,60,3,6.3,6.5,6.3,19,0,0,32,0,0,0,1,0,0,55,575
38.2,89,3.5,7.1,7.3,7.2,34,1,1,38,0,0,0,0,0,1,12,632
35.29,68,3.5,7.5,7.1,7.1,24,1,0,29,0,0,0,0,0,0,15,2834
66.13,62,3.5,7.1,7.3,7.2,41,1,0,46,0,0,1,0,0,1,21,323
48.3,323,3.5,7.5,7.5,7.6,156,1,0,52,1,1,0,0,0,1,16,967
12.82,54,3,6.7,6.3,6.4,5,0,1,8,0,0,0,0,0,1,14,2916
5.13,43,3.5,7.1,6.9,7,2,0,0,25,1,1,0,0,0,0,17,2883
66.09,174,4,7.9,7.9,7.9,115,1,0,36,0,0,1,0,0,1,14,781
10.53,101,3.5,7.3,7.1,7.2,10,0,1,44,2,1,0,0,0,0,13,2924
29.41,17,3.5,7.3,7.3,7.2,5,0,0,9,0,0,1,0,0,1,27,584
19.15,47,3,6.6,6.6,6.5,9,0,1,29,0,0,0,0,0,0,14,641
27.27,22,3.5,7.1,6.9,6.8,6,0,0,17,0,0,1,0,0,1,25,229
12.99,77,3.5,7.1,7.1,6.9,10,0,0,46,2,1,0,0,0,0,15,1441
46.15,182,3.5,7.4,7.5,7.4,84,1,0,35,1,1,1,0,0,1,17,958
61.54,52,3.5,7.2,7.2,7.5,32,1,0,12,0,0,0,0,0,1,18,573
18.37,53,3.5,7.1,6.8,6.9,9,0,1,15,1,1,0,0,0,0,16,2056
46.46,254,3.5,7.4,7.5,7.4,118,1,0,28,1,1,0,0,0,1,42,1140
35.71,28,3.5,6.8,6.8,6.9,10,1,0,18,0,0,0,0,0,1,39,269
23.53,16,3.5,6.6,6.9,6.8,4,0,0,7,0,0,0,0,0,1,15,1040
38.89,36,3.5,7.4,7.2,7.1,14,1,1,9,1,1,0,0,0,1,19,2532
16.67,147,3.5,6.9,6.4,6.4,10,0,1,23,5,1,0,0,0,0,9,2917
37.5,48,3.5,7.1,6.9,7.3,18,1,0,14,0,0,1,0,0,1,52,1078
26.09,159,3.5,7.1,6.5,6.5,30,0,0,38,13,1,0,0,0,1,14,3095
37.97,79,3.5,7.5,7.2,7.2,30,1,0,44,0,0,0,0,0,1,20,1582
29.79,47,3.5,7.3,7.3,7.2,14,0,0,27,0,0,0,0,0,0,23,644
16,25,3.5,7.1,7.1,7.1,4,0,0,10,0,0,0,0,0,1,17,2588
57.14,14,3.5,7,6.9,6.9,8,1,0,3,0,0,0,0,0,1,15,858
26.92,26,3,6.7,6.9,6.7,7,0,1,17,0,0,0,0,0,1,41,158
35.48,126,3.5,7.5,6.7,7.1,44,1,0,38,1,1,0,0,0,0,17,2934
51.52,33,3.5,7.5,7.1,7.4,17,1,0,18,0,0,0,0,0,0,15,947
28.1,121,3.5,6.9,6.9,6.8,34,0,0,33,0,0,0,0,0,1,41,2704
66,50,3.5,7.4,7.3,7.5,33,1,0,49,0,0,1,0,0,0,19,48
7.08,142,3,6.6,6.3,6.3,8,0,1,32,8,1,0,0,0,1,15,2946
17.39,80,3.5,7.1,6.8,6.8,12,0,1,32,2,1,1,0,0,0,14,2939
30.77,26,3.5,7.3,7.2,7.4,8,0,0,17,0,0,0,0,0,1,12,504
33.82,136,3,6.9,7.2,7.1,46,0,1,69,0,0,1,0,0,1,28,545
64.46,121,3.5,7.2,7.3,7.2,78,1,0,41,0,0,1,0,0,1,23,553
20,15,3,6.8,6.9,6.9,3,0,0,10,0,0,0,0,0,1,18,109
15.07,73,3,7,6.7,6.8,11,0,0,18,0,0,0,0,0,0,51,1868
26.6,122,3.5,7.3,6.4,7,25,0,1,43,9,1,0,0,0,0,13,3366
22.92,48,3,6.8,6.9,6.8,11,0,1,24,0,0,1,0,0,1,18,761
12.5,28,3,7.1,6.6,6.5,3,0,1,9,1,1,0,0,0,0,85,2197
32.74,113,3.5,7.1,7.2,7.3,37,0,1,29,0,0,0,0,0,1,26,917
12.5,72,3.5,6.9,6.6,6.8,9,0,0,31,1,1,0,0,0,0,20,2685
32.04,103,3.5,7.3,7,7.2,33,0,0,24,1,1,0,0,0,1,69,1841
30,100,3.5,7.4,7.1,7.2,30,0,0,31,0,0,1,0,0,1,17,848
48.15,27,3.5,7.3,7.1,7,13,1,1,13,0,0,1,0,0,1,14,690
16.57,219,3.5,6.9,6.5,6.4,29,0,0,77,8,1,0,0,0,0,13,2947
43.4,318,3.5,7.4,7.3,7.2,138,1,1,71,2,1,0,1,0,1,35,2395
23.08,26,3,7,6.7,6.4,6,0,0,14,0,0,0,0,0,1,22,448
29.63,27,3.5,7.2,6.7,6.8,8,0,1,16,0,0,0,0,0,1,12,694
31.03,34,3,6.7,6.7,6.6,9,0,0,8,1,1,0,0,0,0,23,1697
6.67,15,3.5,7.1,6.9,6.8,1,0,0,7,0,0,0,0,0,0,13,698
47.06,34,3.5,7.2,6.9,6.9,16,1,0,11,0,0,0,0,0,0,27,2101
10.45,84,3,6.7,6.4,6.4,7,0,0,17,8,1,0,0,0,1,11,2923
38.1,21,3.5,6.9,7.2,7.3,8,1,0,15,0,0,0,0,0,1,23,565
44.66,103,3.5,7.3,7.1,7.3,46,1,1,24,0,0,1,0,0,1,15,927
26.92,32,3.5,7.2,6.5,7.2,7,0,1,8,1,1,0,0,0,0,7,2830
27.27,46,3.5,7.4,7,7.3,12,0,1,16,2,1,0,0,0,0,45,3532
55.77,52,3.5,7.3,7.2,7.4,29,1,1,15,1,1,1,0,0,1,16,956
10,20,3,6.8,6.9,6.8,2,0,1,9,0,0,0,0,0,0,28,1785
31.03,29,3.5,7.2,6.7,6.9,9,0,1,11,1,1,0,0,0,1,15,904
19.23,26,3,6.6,6.1,6.2,5,0,1,7,0,0,0,0,0,1,11,2897
7.75,184,3.5,6.6,6.1,6.5,11,0,1,58,7,1,0,0,0,0,9,2925
11.27,259,3,6.5,5.5,5.7,24,0,1,104,7,1,0,0,0,0,14,3266
7.69,44,3,6.8,6.6,6.5,3,0,0,15,2,1,0,0,0,1,11,2729
48.39,31,3.5,7.4,7.2,7.2,15,1,0,14,0,0,0,0,0,1,9,1627
19.8,198,3.5,7.3,6.4,6.4,39,0,0,64,3,1,0,0,0,0,11,2930
20.34,59,3,6.8,6.4,6.6,12,0,0,23,0,0,0,0,0,0,60,1083
15,77,3,6.9,6.7,6.6,9,0,0,20,2,1,0,0,0,1,11,2924
31.11,45,3.5,7.3,7.1,7,14,0,1,30,1,1,0,0,0,0,12,1266
28.57,21,3.5,7.1,7,6.9,6,0,0,8,0,0,0,0,0,0,15,711
50,8,3.5,7,7,7.2,4,1,0,7,0,0,0,0,0,0,38,590
15.62,32,3.5,7,6.9,6.9,5,0,0,17,0,0,0,0,0,1,12,2513
22.34,94,3,6.8,7.1,6.8,21,0,1,40,1,1,0,0,0,0,22,1298
8.43,109,3.5,6.9,6.8,6.7,7,0,1,37,3,1,0,0,0,1,13,2937
20,27,3,6.7,6.5,6.6,5,0,0,14,1,1,0,0,0,1,76,2418
50,28,3.5,7.5,7.3,7.1,14,1,0,7,2,1,0,0,0,1,20,1688
62.12,132,3.5,7.2,7.5,7.5,82,1,0,83,0,0,0,0,0,1,26,570
44,25,3.5,7.3,7,7.1,11,1,0,16,0,0,0,0,0,1,11,575
20.14,144,3,6.9,7,7.1,29,0,0,64,0,0,1,0,0,0,11,750
72.73,22,3.5,7.5,7.4,7.5,16,1,1,15,0,0,0,0,0,1,31,364
28.21,39,3.5,7,7.4,7.3,11,0,0,26,0,0,0,0,0,1,24,344
15.58,77,3,6.5,6.2,6.2,12,0,0,42,2,1,0,0,0,1,16,1115
33.33,15,3,6.8,7.1,6.8,5,0,0,8,0,0,0,0,0,1,39,157
10.39,94,3.5,6.8,6.4,6.5,8,0,0,41,3,1,0,0,0,0,10,2915
41.3,46,3.5,7,7.3,7,19,1,0,15,0,0,1,0,0,1,22,548
21.43,30,3,6.8,6.4,6.8,6,0,0,11,1,1,0,0,0,1,20,1917
21.83,170,3.5,7.1,6.8,7,31,0,1,56,7,1,0,0,0,1,16,2931
39.64,111,3.5,7,7.1,7.3,44,1,1,61,0,0,0,0,0,1,18,1118
80,10,3.5,7.6,7.3,7.5,8,1,1,6,0,0,0,0,0,1,19,141
42.39,92,3.5,7.2,7.2,7.2,39,1,0,32,0,0,1,0,0,1,15,562
33.33,33,3.5,7.1,7.1,7.1,11,0,0,15,0,0,0,0,0,1,24,511
41.27,63,3.5,7.2,7.3,7.3,26,1,0,10,0,0,1,0,0,1,15,580
61.43,223,3.5,7.6,7.5,7.6,137,1,0,14,0,0,0,0,0,1,13,1233
18.87,106,3.5,7.3,7,7,20,0,0,27,0,0,0,0,0,1,16,2418
25,84,3.5,7.4,7.3,7.4,21,0,1,45,0,0,0,0,0,1,19,2204
30.77,26,3.5,7.1,6.9,7.1,8,0,0,11,0,0,1,0,0,1,22,588
18.92,148,3.5,7.3,6.8,6.8,28,0,0,29,8,1,0,0,0,1,15,2765
2.78,57,3,6.2,6.4,6.5,1,0,0,13,3,1,0,0,0,1,11,2915
20,36,3.5,7.3,7.3,7.3,7,0,0,18,1,1,0,0,0,1,22,2905
21.21,33,3.5,7.2,7,6.5,7,0,0,25,0,0,0,0,0,1,13,1526
47.62,21,3.5,7.3,7.2,7.2,10,1,0,16,0,0,0,0,0,0,18,589
7.39,335,3.5,6.8,6.1,6,13,0,0,42,18,1,0,0,0,1,10,2877
21.43,16,3,6.8,6.6,6.6,3,0,1,6,0,0,0,0,0,0,7,2895
57.14,7,3.5,7,7.1,7.4,4,1,0,5,0,0,1,0,0,1,21,333
25.35,71,3.5,7.2,7.3,6.9,18,0,1,25,0,0,0,0,0,1,14,950
32,25,3.5,7.6,6.7,7.2,8,0,0,15,0,0,0,0,0,0,51,1367
20.54,112,3.5,7,6.8,6.9,23,0,1,19,1,1,1,0,0,1,19,2646
21.52,79,3.5,7.2,6.8,6.9,17,0,0,16,1,1,0,0,0,1,11,2403
39.13,23,3.5,7.1,7,7.2,9,1,0,5,1,1,1,0,0,1,48,1052
6.43,289,3,6.2,5.7,5.6,11,0,1,68,10,1,0,0,0,1,19,2921
8.99,190,3.5,6.8,6.2,6.2,8,0,0,31,8,1,0,0,0,1,10,2945
21.88,64,3,6.8,6.6,6.7,14,0,1,30,0,0,0,0,0,0,70,1115
25.15,167,3,7,7.2,6.6,42,0,0,81,3,1,0,0,0,1,23,1116
37.14,35,3.5,7.2,7.1,7.2,13,1,0,11,0,0,0,0,0,1,12,1326
30,10,3.5,7.4,7,7.1,3,0,0,4,0,0,0,0,0,0,71,973
17.78,90,3,6.8,7,6.9,16,0,1,68,0,0,0,0,0,1,15,429
10.81,40,3,7,6.7,6.7,4,0,1,18,0,0,0,0,0,1,13,2591
10.42,50,3.5,7.1,6.9,6.9,5,0,0,26,0,0,0,0,0,1,15,2903
48.57,35,3.5,7.2,7.2,7.2,17,1,0,14,0,0,1,0,0,1,16,510
30.51,59,3,7.1,6.9,6.8,18,0,0,15,0,0,0,0,1,0,90,2030
14.29,35,3,6.8,6.8,6.5,5,0,0,20,0,0,0,0,0,1,63,634
24.1,89,3.5,7.8,6.8,7.3,20,0,0,44,5,1,0,0,0,0,11,3480
23.53,17,3.5,7.1,6.7,6.7,4,0,0,13,0,0,0,0,0,0,14,1043
58.82,17,3.5,7.5,7.4,7.5,10,1,0,13,0,0,0,0,0,0,9,241
35.71,14,3.5,7.3,7,7.1,5,1,0,3,0,0,0,0,0,1,11,2704
12,25,3,6.6,6.8,6.8,3,0,0,14,0,0,1,0,0,1,63,294
21.52,79,3,6.8,6.9,6.7,17,0,0,16,1,1,0,0,0,1,13,2499
19.74,76,3.5,7.1,7,6.9,15,0,0,21,1,1,0,0,0,1,15,2713
48.78,41,3.5,7.3,6.5,7,20,1,1,20,1,1,0,0,0,1,13,1264
46.05,76,3,6.7,6.9,7,35,1,1,25,2,1,1,0,0,1,14,882
28.26,46,3.5,7.2,7,7,13,0,1,23,0,0,0,0,0,1,26,518
40.21,97,3.5,7.3,7.1,7.2,39,1,1,18,0,0,0,0,0,1,15,1188
14.29,14,3.5,6.9,6.9,6.9,2,0,0,8,0,0,0,0,0,1,11,443
48.28,29,3.5,7.2,7.3,7.4,14,1,1,8,0,0,1,0,0,1,16,825
18.52,30,3.5,7.2,6.6,6.9,5,0,0,13,0,0,0,0,0,0,69,2925
20,80,3,6.9,6.7,6.6,16,0,1,43,0,0,1,0,0,1,15,852
39.22,55,3.5,7.2,6.8,6.8,20,1,0,25,0,0,0,0,0,1,17,2138
83.33,24,3.5,7.9,7.6,7.5,20,1,0,13,0,0,1,0,0,1,17,266
56.25,16,3.5,7.6,7.3,7.4,9,1,0,12,0,0,0,0,0,1,13,496
19.05,21,3,7,6.7,7.1,4,0,1,9,0,0,0,0,0,1,49,1657
43.4,53,3.5,7.3,7.5,7.3,23,1,1,34,0,0,0,0,0,0,19,409
7.22,97,3,6.8,6.8,6.5,7,0,0,37,1,1,0,0,0,0,10,2941
80,155,3,6.7,6.7,6.7,124,1,0,40,1,1,1,0,0,1,30,1107
